task,fold,station,feature,feature_group,mean_abs_shap,normalized_share,explained_model,model_role,analysis_scope,feature_kinematics_definition,task_id,target_definition,target_unit,target_status,plot_target,plot_title_target,explanation_start,explanation_end,explanation_rows_per_station,explanation_sample_role,rank,direction_spearman,legacy_label_scheme,legacy_label_status,v0_estimation_method,v0_train_fraction,v0_fit_observation_start,v0_fit_observation_end,v0_monthly_rate_start,v0_monthly_rate_end,v0_month_window_days,v0_accel_percentile,v0_threshold_artifact
regression,1,MJ1,disp_delta_v_lag2,displacement_kinematics,0.0016796547510976995,0.004178777729477708,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,6.0,0.9295652173913044,,,,,,,,,,,
regression,1,MJ1,disp_rate_lag5,displacement_kinematics,0.0013251950632963045,0.0032969249270407308,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,7.0,-0.08869565217391304,,,,,,,,,,,
regression,1,MJ1,station_MJ1,station_identity,0.001038750126919317,0.002584284594215458,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,8.0,,,,,,,,,,,,
regression,1,MJ1,disp_delta_v_lag3,displacement_kinematics,0.0006767655749105586,0.0016837108403766972,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,9.0,0.868695652173913,,,,,,,,,,,
regression,1,MJ1,disp_lag4,displacement_kinematics,0.0004893136129088269,0.0012173530465218487,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,10.0,-0.32260869565217387,,,,,,,,,,,
regression,1,MJ1,disp_lag5,displacement_kinematics,0.0003709361996404355,0.0009228443697143971,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,11.0,-0.1417391304347826,,,,,,,,,,,
regression,1,MJ1,GWT_lag3,raw_environment,0.00033501778613791313,0.0008334837041821377,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,12.0,0.3017391304347826,,,,,,,,,,,
regression,1,MJ1,disp_delta_v_lag5,displacement_kinematics,0.00028395976470452114,0.0007064575264884078,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,13.0,-0.22434782608695653,,,,,,,,,,,
regression,1,MJ1,disp_lag3,displacement_kinematics,0.00023234344235221606,0.0005780423636804596,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,14.0,-0.5199999999999999,,,,,,,,,,,
regression,1,MJ1,RWL_lag4,raw_environment,0.00023181253182953679,0.0005767215225569682,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,15.0,0.19999999999999998,,,,,,,,,,,
regression,1,MJ1,GWT_rate_lag1,environmental_rates,0.00020793364087230386,0.0005173137319550605,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,16.0,0.5787643619284001,,,,,,,,,,,
regression,1,MJ1,GWT_rate_lag5,environmental_rates,0.00018044409839139083,0.0004489230773650631,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,17.0,0.48956521739130426,,,,,,,,,,,
regression,1,MJ1,disp_delta_v_lag4,displacement_kinematics,0.0001775607704259616,0.0004417497063607887,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,18.0,-0.27652173913043476,,,,,,,,,,,
regression,1,MJ1,aveT_lag1,raw_environment,0.00016689922726531524,0.00041522507736041925,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,19.0,-0.8146217184435827,,,,,,,,,,,
regression,1,MJ1,Rain_cum30_lag4,cumulative_rainfall,0.00015498640421975182,0.0003855874154507465,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,20.0,0.040869565217391296,,,,,,,,,,,
regression,1,MJ1,maxT_lag4,raw_environment,0.00014398230692530862,0.0003582105532253555,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,21.0,-0.6866710316708817,,,,,,,,,,,
regression,1,MJ1,GWT_rate_lag3,environmental_rates,0.00013313541556815751,0.00033122480034506564,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,22.0,0.8161439531943175,,,,,,,,,,,
regression,1,MJ1,GWT_lag5,raw_environment,0.00012338552672661474,0.0003069682569516714,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,23.0,-0.6356521739130434,,,,,,,,,,,
regression,1,MJ1,GWT_lag4,raw_environment,0.00012025428596688672,0.00029917810892045657,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,24.0,0.1243478260869565,,,,,,,,,,,
regression,1,MJ1,station_MJ9,station_identity,0.0001190026396060585,0.00029606416426344146,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,25.0,,,,,,,,,,,,
regression,1,MJ1,minT_lag2,raw_environment,0.00011778961050191762,0.00029304629466715714,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,26.0,-0.6346237494562853,,,,,,,,,,,
regression,1,MJ1,GWT_lag1,raw_environment,0.00011083257131489674,0.00027573802319123196,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,27.0,-0.47478260869565214,,,,,,,,,,,
regression,1,MJ1,GWT_rate_lag4,environmental_rates,0.00010051100550642217,0.0002500592166950728,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,28.0,0.5535986214800713,,,,,,,,,,,
regression,1,MJ1,Rain_cum15_lag1,cumulative_rainfall,8.837858844381978e-05,0.00021987523144881597,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,29.0,-0.5021759952371231,,,,,,,,,,,
regression,1,MJ1,Rain_cum30_lag3,cumulative_rainfall,8.464568673230552e-05,0.00021058822378952724,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,30.0,0.6956521739130433,,,,,,,,,,,
regression,1,MJ1,disp_lag1,displacement_kinematics,7.816919111407982e-05,0.00019447548655182137,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,31.0,-0.6,,,,,,,,,,,
regression,1,MJ1,RWL_rate_lag1,environmental_rates,7.254341480041422e-05,0.00018047923597996703,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,32.0,0.34928229665071764,,,,,,,,,,,
regression,1,MJ1,GWT_lag2,raw_environment,6.718791544280008e-05,0.00016715540176272413,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,33.0,-0.5982608695652173,,,,,,,,,,,
regression,1,MJ1,RH_lag3,raw_environment,6.265550249388511e-05,0.0001558793069108836,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,34.0,-0.6139130434782608,,,,,,,,,,,
regression,1,MJ1,RH_lag2,raw_environment,5.988021790860053e-05,0.00014897473475974907,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,35.0,-0.3921739130434782,,,,,,,,,,,
regression,1,MJ1,Rain_cum15_lag2,cumulative_rainfall,5.7872325393849206e-05,0.00014397934120143337,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,36.0,-0.8127039565792988,,,,,,,,,,,
regression,1,MJ1,RH_lag1,raw_environment,5.5735743108588235e-05,0.00013866378306961476,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,37.0,0.8295652173913043,,,,,,,,,,,
regression,1,MJ1,RWL_lag3,raw_environment,5.432404442413666e-05,0.00013515164760280888,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,38.0,0.16869565217391302,,,,,,,,,,,
regression,1,MJ1,Rain_cum30_lag5,cumulative_rainfall,4.5747358812029846e-05,0.00011381389184962127,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,39.0,-0.23043478260869563,,,,,,,,,,,
regression,1,MJ1,Rain_cum30_lag2,cumulative_rainfall,4.316326068500671e-05,0.00010738496846704381,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,40.0,0.47358122450259044,,,,,,,,,,,
regression,1,MJ1,RH_lag4,raw_environment,4.170691793932713e-05,0.00010376176397924354,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,41.0,0.4462401197850277,,,,,,,,,,,
regression,1,MJ1,maxT_lag1,raw_environment,3.7895246121007935e-05,9.427878582789392e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,42.0,-0.6913043478260869,,,,,,,,,,,
regression,1,MJ1,GWT_rate_lag2,environmental_rates,3.694606044801958e-05,9.19173267549321e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,43.0,0.7408695652173911,,,,,,,,,,,
regression,1,MJ1,aveT_lag5,raw_environment,3.575549661260501e-05,8.895534802823212e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,44.0,-0.1000007723054323,,,,,,,,,,,
regression,1,MJ1,RWL_rate_lag4,environmental_rates,3.527499111152221e-05,8.775990849787381e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,45.0,0.5602436371661926,,,,,,,,,,,
regression,1,MJ1,RWL_rate_lag5,environmental_rates,3.4951688415846184e-05,8.695557052086504e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,46.0,-0.6034782608695652,,,,,,,,,,,
regression,1,MJ1,Rain_cum15_lag3,cumulative_rainfall,3.459992231227693e-05,8.60804190299889e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,47.0,-0.37486410975319834,,,,,,,,,,,
regression,1,MJ1,Rain_cum15_lag5,cumulative_rainfall,3.122452425460137e-05,7.7682837192222e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,48.0,-0.0243531208192333,,,,,,,,,,,
regression,1,MJ1,disp_lag2,displacement_kinematics,2.7782194694226157e-05,6.911873787656327e-05,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,target-date displacement increment,target-date displacement increment,2017-04-03,2017-11-25,24,deterministic_evenly_spaced_holdout_dates_per_station,49.0,-0.4547826086956522,,,,,,,,,,,
