feature_set,horizon_days,split,evaluation_role,estimator,subset,actual_level,actual_color,predicted_level,predicted_color,count
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,5
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,11
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,11
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,5
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,3
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,8
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_tangent,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,553
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,31
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,37
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,997
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,5
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,9
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,172
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,1
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,14
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,94
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,25
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,2
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,348
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,5
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,24
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,28
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,4
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,5
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,9
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,4
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,1
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,9
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,8
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,2
without_tangent,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,11
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,481
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,50
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,69
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,767
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,11
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,11
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,273
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,3
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,20
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,112
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,11
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,8
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,47
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,51
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,7
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,11
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,11
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,5
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,3
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,8
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,550
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,34
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,35
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,999
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,5
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,11
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,170
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,1
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,14
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,95
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,24
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,2
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,348
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,4
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,25
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,27
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,5
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,5
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,11
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,2
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,1
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,9
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,8
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,2
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,11
full,3,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,433
full,3,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,86
full,3,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
full,3,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,117
full,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,702
full,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,26
full,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,0
full,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,20
full,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,265
full,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
full,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,0
full,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,112
full,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,31
full,3,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
full,3,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
full,3,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
full,3,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,24
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,75
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,90
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,18
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,24
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,27
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,508
full,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,61
full,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
full,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,81
full,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,942
full,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,14
full,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,1
full,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,21
full,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,156
full,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,3
full,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
full,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,56
full,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,11
full,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,65
full,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
full,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,6
full,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,6
full,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,338
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,20
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,48
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,2
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,60
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,28
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,8
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,1
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,17
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,3
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,23
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,1
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,16
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,6
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
full,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,27
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,430
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,89
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,125
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,694
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,26
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,23
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,262
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,85
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,58
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,10
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,89
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,107
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,25
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,23
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,24
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
interval_only,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,506
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,63
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,92
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,927
interval_only,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,18
