model,horizon,n_per_point,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,mae,rmse,pooled_rmse
DRIFT7,5,372,0.0545192839543,0.763440860215,0.243742190348,0.380765776431,0.840725806452,0.312839714463,0.487224045124,0.884408602151,0.372771511844,0.607865242959,0.0724385194646,0.0949663967192,0.0966653952865
DRIFT7,6,371,0.070928306817,0.764150943396,0.316562232842,0.49869961596,0.837601078167,0.406303227155,0.641952129943,0.88409703504,0.48414015629,0.808407674064,0.0938223723676,0.123022119719,0.125220610185
DRIFT7,7,370,0.08914413149,0.761486486486,0.397262792984,0.630734583769,0.835135135135,0.509881274746,0.816542369009,0.878378378378,0.607561012432,1.03652566152,0.117411620791,0.153962573376,0.156709577962
DRIFT7,8,369,0.109140688613,0.758807588076,0.485762459212,0.777005633396,0.834010840108,0.623469366629,1.01067940691,0.876016260163,0.742909572034,1.29290731239,0.143111946163,0.187719177182,0.191061415401
DRIFT7,9,368,0.130883998228,0.758152173913,0.581972682152,0.937020750229,0.832201086957,0.746953850911,1.22430903197,0.874320652174,0.890050410512,1.5765642153,0.170876293088,0.224219805412,0.228201456549
DRIFT7,10,367,0.154332531527,0.755449591281,0.685798219004,1.11051181381,0.82970027248,0.880212484783,1.45693028414,0.871934604905,1.04883786657,1.88737905614,0.200681425198,0.263389785296,0.268052251116
DRIFT7,11,366,0.17943842674,0.753415300546,0.79713727801,1.29727579239,0.829918032787,1.02311461994,1.70795331688,0.868169398907,1.21911626316,2.22476872817,0.232394212314,0.305152889009,0.310534554763
DRIFT7,12,365,0.206149305635,0.754109589041,0.915881632477,1.49642207603,0.828767123288,1.17552134892,1.97714026854,0.867808219178,1.40072008183,2.58798470582,0.265979807419,0.349431848646,0.355567846358
DRIFT7,13,364,0.234409843563,0.749313186813,1.04191673712,1.70751538735,0.830357142857,1.33728565445,2.26387473639,0.869505494505,1.59347414068,2.97817373575,0.301441470451,0.396147324729,0.403069318077
DRIFT7,14,363,0.264164270403,0.750688705234,1.17512186184,1.93027053708,0.828512396694,1.50825258111,2.56829108004,0.868457300275,1.79719379897,3.40062771283,0.338576777091,0.445217675493,0.452953662615
DRIFT7,15,362,0.295359051512,0.754143646409,1.31537027079,2.16404268117,0.830801104972,1.68825946522,2.89121000458,0.866022099448,2.01168523094,3.85002027167,0.377402369762,0.49655910064,0.505133232114
DRIFT7,16,361,0.327945093766,0.754847645429,1.46252946177,2.40934798505,0.831024930748,1.87713624203,3.23632597012,0.865650969529,2.23674579195,4.32614911359,0.417918275407,0.550085808533,0.559518221301
DRIFT7,17,360,0.361879146956,0.760416666667,1.61646144459,2.66621105705,0.830555555556,2.07470580306,3.59960571433,0.865972222222,2.47216444423,4.82797557495,0.459865418036,0.605710202222,0.616016870396
DRIFT7,18,359,0.397124211662,0.766016713092,1.77702305358,2.9386661609,0.83147632312,2.28078439716,3.97921219023,0.864206128134,2.71772223479,5.35661724152,0.503303928344,0.663343082401,0.674535686055
DRIFT7,19,358,0.433648913189,0.763966480447,1.94406623206,3.22389489291,0.833100558659,2.49518199565,4.37722662734,0.86312849162,2.97319273048,5.90792034949,0.548222864332,0.722893866839,0.734979680045
DRIFT7,20,357,0.471425945744,0.764705882353,2.11743773001,3.51991115865,0.831932773109,2.71770190424,4.79252261578,0.857843137255,3.23834155559,6.48353515215,0.594331890201,0.784270826729,0.7972526262
DRIFT7,21,356,0.510430044455,0.766151685393,2.29697846013,3.82695860975,0.830056179775,2.94813993659,5.22331286645,0.856039325843,3.51292540711,7.08232027253,0.641750897164,0.847381340888,0.861257336743
DRIFT7,22,355,0.550636172061,0.764788732394,2.48252365984,4.14508280479,0.827464788732,3.18628462222,5.67048016163,0.855633802817,3.79669230241,7.70393022365,0.690301861007,0.912132169164,0.926895959432
