phase,horizon,contrast,candidate,reference,metric,candidate_value,reference_value,difference
later_exploratory,5,equation_constraint,PINN_EQ,PINN_NOEQ,mae,0.685782960474805,0.597162505280405,0.0886204551944
later_exploratory,5,equation_constraint,PINN_EQ,PINN_NOEQ,rmse,1.02914369581784,0.779975779820516,0.249167915997324
later_exploratory,5,equation_constraint,PINN_EQ,PINN_NOEQ,crps,0.538159930266618,0.455280209299331,0.082879720967287
later_exploratory,5,equation_constraint,PINN_EQ,PINN_NOEQ,coverage90,0.801038062283737,0.843425605536332,-0.042387543252595
later_exploratory,5,equation_constraint,PINN_EQ,PINN_NOEQ,width90,2.69881667315895,2.73773949228,-0.03892281912105
later_exploratory,5,equation_constraint,PINN_EQ,PINN_NOEQ,interval_score90,5.12744873477524,3.95592399372569,1.17152474104955
later_exploratory,5,physical_error,C16_PHYS_RULES,C16_CORE_RULES,mae,0.0046093295182372,0.0043401710792387,0.0002691584389985
later_exploratory,5,physical_error,C16_PHYS_RULES,C16_CORE_RULES,rmse,0.0100548322016193,0.0096117858968333,0.000443046304786001
later_exploratory,5,physical_error,C16_PHYS_RULES,C16_CORE_RULES,crps,0.0037383006801273,0.0035413915520997,0.0001969091280276
later_exploratory,5,physical_error,C16_PHYS_RULES,C16_CORE_RULES,coverage90,0.887543252595156,0.899653979238754,-0.012110726643598
later_exploratory,5,physical_error,C16_PHYS_RULES,C16_CORE_RULES,width90,0.0164442151778634,0.016192817608093,0.000251397569770398
later_exploratory,5,physical_error,C16_PHYS_RULES,C16_CORE_RULES,interval_score90,0.0414991528194574,0.0396192740331566,0.0018798787863008
development,6,convlstm_residual,CL_BRES,CL_DIRECT,mae,1.35050491289269,1.02067459735197,0.32983031554072
development,6,convlstm_residual,CL_BRES,CL_DIRECT,rmse,2.31133045311569,1.38790920166556,0.92342125145013
development,6,convlstm_residual,CL_BRES,CL_DIRECT,crps,1.06927685151736,0.787689032550729,0.281587818966631
development,6,convlstm_residual,CL_BRES,CL_DIRECT,coverage90,0.871967654986523,0.818733153638814,0.0532345013477089
development,6,convlstm_residual,CL_BRES,CL_DIRECT,width90,6.34755873454375,4.98542507244904,1.36213366209471
development,6,convlstm_residual,CL_BRES,CL_DIRECT,interval_score90,10.5257524819213,6.98731852662862,3.53843395529268
development,6,ridge_residual,RR_BRES,RR_DIRECT,mae,0.0445135709810252,0.0395640664194907,0.0049495045615345
development,6,ridge_residual,RR_BRES,RR_DIRECT,rmse,0.065862088471038,0.0536654547806813,0.0121966336903567
development,6,ridge_residual,RR_BRES,RR_DIRECT,crps,0.0352468200493905,0.030163255278776,0.0050835647706145
development,6,ridge_residual,RR_BRES,RR_DIRECT,coverage90,0.845013477088949,0.855795148247978,-0.0107816711590289
development,6,ridge_residual,RR_BRES,RR_DIRECT,width90,0.20678452902049,0.177435220489446,0.029349308531044
development,6,ridge_residual,RR_BRES,RR_DIRECT,interval_score90,0.31614283653811,0.250813138190167,0.065329698347943
development,6,equation_constraint,PINN_EQ,PINN_NOEQ,mae,1.43304047508266,1.63628950434334,-0.20324902926068
development,6,equation_constraint,PINN_EQ,PINN_NOEQ,rmse,2.94344202402961,2.92315640091216,0.02028562311745
development,6,equation_constraint,PINN_EQ,PINN_NOEQ,crps,1.22634369913809,1.3067154423355,-0.08037174319741
development,6,equation_constraint,PINN_EQ,PINN_NOEQ,coverage90,0.890161725067385,0.908355795148248,-0.018194070080863
development,6,equation_constraint,PINN_EQ,PINN_NOEQ,width90,7.18553065925743,7.74713267736027,-0.56160201810284
development,6,equation_constraint,PINN_EQ,PINN_NOEQ,interval_score90,14.2266489490794,13.9122721914203,0.314376757659101
development,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,mae,0.0037045601692289,0.0035359008153191,0.0001686593539098
development,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,rmse,0.0059989649129217,0.0057547104031376,0.0002442545097841
development,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,crps,0.006090333749177,0.0060103301515137,8.00035976632994e-05
development,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,coverage90,0.927897574123989,0.92654986522911,0.00134770889487901
development,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,width90,0.0675234727565899,0.0667769896511773,0.000746483105412601
development,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,interval_score90,0.0773947712282779,0.0763964698143548,0.000998301413923097
later_exploratory,6,convlstm_residual,CL_BRES,CL_DIRECT,mae,0.587032798345181,0.583696468259461,0.00333633008571999
later_exploratory,6,convlstm_residual,CL_BRES,CL_DIRECT,rmse,0.787796064495003,0.853425328922968,-0.065629264427965
later_exploratory,6,convlstm_residual,CL_BRES,CL_DIRECT,crps,0.443515578961583,0.454706019686479,-0.011190440724896
later_exploratory,6,convlstm_residual,CL_BRES,CL_DIRECT,coverage90,0.844618055555556,0.7890625,0.055555555555556
later_exploratory,6,convlstm_residual,CL_BRES,CL_DIRECT,width90,2.62433992237999,2.35882148256178,0.26551843981821
later_exploratory,6,convlstm_residual,CL_BRES,CL_DIRECT,interval_score90,4.00929959933387,4.23101813463844,-0.22171853530457
later_exploratory,6,ridge_residual,RR_BRES,RR_DIRECT,mae,0.0174283357491281,0.0169896207110113,0.000438715038116801
later_exploratory,6,ridge_residual,RR_BRES,RR_DIRECT,rmse,0.0250988904697339,0.0247646455513984,0.000334244918335499
later_exploratory,6,ridge_residual,RR_BRES,RR_DIRECT,crps,0.0145927928147284,0.0141662837766415,0.0004265090380869
later_exploratory,6,ridge_residual,RR_BRES,RR_DIRECT,coverage90,0.863715277777778,0.865451388888889,-0.00173611111111094
later_exploratory,6,ridge_residual,RR_BRES,RR_DIRECT,width90,0.105299339861733,0.0994318698455012,0.00586747001623179
later_exploratory,6,ridge_residual,RR_BRES,RR_DIRECT,interval_score90,0.154372907305286,0.146623312843866,0.00774959446141998
later_exploratory,6,equation_constraint,PINN_EQ,PINN_NOEQ,mae,0.848115828280954,0.785000070402321,0.063115757878633
later_exploratory,6,equation_constraint,PINN_EQ,PINN_NOEQ,rmse,1.27280210801334,1.03260206073824,0.2402000472751
later_exploratory,6,equation_constraint,PINN_EQ,PINN_NOEQ,crps,0.670251914817678,0.597745054284776,0.072506860532902
later_exploratory,6,equation_constraint,PINN_EQ,PINN_NOEQ,coverage90,0.805555555555556,0.824652777777778,-0.019097222222222
later_exploratory,6,equation_constraint,PINN_EQ,PINN_NOEQ,width90,3.32981135316923,3.43853178702259,-0.10872043385336
later_exploratory,6,equation_constraint,PINN_EQ,PINN_NOEQ,interval_score90,6.51004699272339,5.22269358548672,1.28735340723667
later_exploratory,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,mae,0.0080895529196261,0.0076010817575522,0.000488471162073901
later_exploratory,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,rmse,0.0169387432113811,0.0162769354583289,0.000661807753052201
later_exploratory,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,crps,0.0065093072240815,0.0061848496321371,0.0003244575919444
later_exploratory,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,coverage90,0.875,0.872395833333333,0.00260416666666696
later_exploratory,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,width90,0.0272409000908689,0.0268870609004318,0.000353839190437102
later_exploratory,6,physical_error,C16_PHYS_RULES,C16_CORE_RULES,interval_score90,0.0719753099704785,0.0692066113250565,0.00276869864542201
development,7,convlstm_residual,CL_BRES,CL_DIRECT,mae,1.58484900599455,1.17919481269629,0.40565419329826
development,7,convlstm_residual,CL_BRES,CL_DIRECT,rmse,2.73162426478267,1.60264107297311,1.12898319180956
development,7,convlstm_residual,CL_BRES,CL_DIRECT,crps,1.26242471615269,0.909895866291186,0.352528849861504
development,7,convlstm_residual,CL_BRES,CL_DIRECT,coverage90,0.866216216216216,0.825,0.0412162162162161
development,7,convlstm_residual,CL_BRES,CL_DIRECT,width90,7.46835603328917,5.72433050604864,1.74402552724053
development,7,convlstm_residual,CL_BRES,CL_DIRECT,interval_score90,12.6156346259228,8.08762897016449,4.52800565575831
development,7,ridge_residual,RR_BRES,RR_DIRECT,mae,0.0644378972574956,0.059359770797924,0.00507812645957161
development,7,ridge_residual,RR_BRES,RR_DIRECT,rmse,0.0903946985728963,0.0792642751563104,0.0111304234165859
development,7,ridge_residual,RR_BRES,RR_DIRECT,crps,0.0500003948506593,0.0448227533520925,0.0051776414985668
development,7,ridge_residual,RR_BRES,RR_DIRECT,coverage90,0.84527027027027,0.852702702702703,-0.00743243243243297
development,7,ridge_residual,RR_BRES,RR_DIRECT,width90,0.290730191169683,0.262772753299625,0.027957437870058
development,7,ridge_residual,RR_BRES,RR_DIRECT,interval_score90,0.429142710112123,0.367531876096385,0.061610834015738
development,7,equation_constraint,PINN_EQ,PINN_NOEQ,mae,1.68916714385033,1.94368457175994,-0.25451742790961
development,7,equation_constraint,PINN_EQ,PINN_NOEQ,rmse,3.49474029936378,3.50038061951008,-0.00564032014629978
development,7,equation_constraint,PINN_EQ,PINN_NOEQ,crps,1.45873753347549,1.56137462210209,-0.1026370886266
development,7,equation_constraint,PINN_EQ,PINN_NOEQ,coverage90,0.891216216216216,0.9,-0.00878378378378397
development,7,equation_constraint,PINN_EQ,PINN_NOEQ,width90,8.47289013773645,9.20772852117443,-0.73483838343798
development,7,equation_constraint,PINN_EQ,PINN_NOEQ,interval_score90,17.1361253202534,16.948841054143,0.187284266110399
development,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,mae,0.0058706346754489,0.0055926332322553,0.000278001443193601
development,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,rmse,0.0092643817127588,0.008827028332068,0.0004373533806908
development,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,crps,0.0088235588174957,0.0086706281316609,0.000152930685834799
development,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,coverage90,0.923648648648649,0.92027027027027,0.00337837837837907
development,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,width90,0.0950285486552792,0.0936394278378616,0.0013891208174176
development,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,interval_score90,0.110136586323977,0.108353649956865,0.00178293636711201
later_exploratory,7,convlstm_residual,CL_BRES,CL_DIRECT,mae,0.680870234634466,0.681028614806545,-0.00015838017207892
later_exploratory,7,convlstm_residual,CL_BRES,CL_DIRECT,rmse,0.914890448209932,0.982854778153963,-0.067964329944031
later_exploratory,7,convlstm_residual,CL_BRES,CL_DIRECT,crps,0.518804115634098,0.528578831545052,-0.00977471591095402
later_exploratory,7,convlstm_residual,CL_BRES,CL_DIRECT,coverage90,0.843205574912892,0.793554006968641,0.0496515679442511
later_exploratory,7,convlstm_residual,CL_BRES,CL_DIRECT,width90,3.07548935352384,2.77540517311098,0.30008418041286
later_exploratory,7,convlstm_residual,CL_BRES,CL_DIRECT,interval_score90,4.75748216255139,4.93068919533927,-0.173207032787881
later_exploratory,7,ridge_residual,RR_BRES,RR_DIRECT,mae,0.0263018231498498,0.0258675697082673,0.000434253441582502
later_exploratory,7,ridge_residual,RR_BRES,RR_DIRECT,rmse,0.0375985639641341,0.0373177291305828,0.000280834833551298
later_exploratory,7,ridge_residual,RR_BRES,RR_DIRECT,crps,0.0219159541685628,0.0215099301858971,0.000406023982665701
later_exploratory,7,ridge_residual,RR_BRES,RR_DIRECT,coverage90,0.865853658536585,0.866724738675958,-0.000871080139372982
later_exploratory,7,ridge_residual,RR_BRES,RR_DIRECT,width90,0.157760239140898,0.151800619635933,0.00595961950496501
later_exploratory,7,ridge_residual,RR_BRES,RR_DIRECT,interval_score90,0.230335691181461,0.222346663078554,0.007989028102907
later_exploratory,7,equation_constraint,PINN_EQ,PINN_NOEQ,mae,1.01668396980759,0.990821398040958,0.025862571766632
later_exploratory,7,equation_constraint,PINN_EQ,PINN_NOEQ,rmse,1.52754313416501,1.30528669016312,0.22225644400189
later_exploratory,7,equation_constraint,PINN_EQ,PINN_NOEQ,crps,0.810066830853906,0.753078923148497,0.056987907705409
later_exploratory,7,equation_constraint,PINN_EQ,PINN_NOEQ,coverage90,0.799651567944251,0.819686411149826,-0.020034843205575
later_exploratory,7,equation_constraint,PINN_EQ,PINN_NOEQ,width90,3.99379747981317,4.20046723275259,-0.20666975293942
later_exploratory,7,equation_constraint,PINN_EQ,PINN_NOEQ,interval_score90,8.02114233657004,6.64121515564803,1.37992718092201
later_exploratory,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,mae,0.0130871934658069,0.0122776340751834,0.0008095593906235
later_exploratory,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,rmse,0.0265063032119415,0.0255796349180615,0.000926668293880002
later_exploratory,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,crps,0.0104748931462607,0.0099777354784114,0.0004971576678493
later_exploratory,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,coverage90,0.85801393728223,0.858885017421603,-0.000871080139372982
later_exploratory,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,width90,0.0419648791293803,0.0415038110429494,0.000461068086430899
later_exploratory,7,physical_error,C16_PHYS_RULES,C16_CORE_RULES,interval_score90,0.114811856474974,0.111616242646864,0.00319561382811
