origin,seed,age_bin,point,origin_draws,unique_origins,query_draws,horizon_mean,horizon_min,horizon_max,initial_residual_mean_mm,future_residual_mean_mm,change_mean_mm,future_negative_fraction,initial_energy_mm2,change_energy_mm2,cross_energy_mm2,residual_energy_mm2
792,2,30-89,ATU1,279,108,4464,105.97535842293907,1,293,27.352071518198951,24.74304814721599,-2.6090233709829613,0.29345878136200715,1437.6150289114032,77.061513009541997,-214.13919323217991,1300.5373486887652
792,2,30-89,ATU5,279,108,4464,105.97535842293907,1,293,64.86786624376731,74.941887711801243,10.074021468033935,0.090949820788530464,8425.4443147722523,544.25845462203017,1688.7543844414029,10658.457153835685
792,2,30-89,MJ3,279,108,4464,105.97535842293907,1,293,-13.236242567630677,-58.900439916084558,-45.664197348453882,0.99529569892473113,374.26288354477958,3079.7627789396743,1142.6994347902908,4596.7250972747452
792,2,30-89,MJ1,279,108,4464,105.97535842293907,1,293,-2.4069947639744687,-26.223995201830853,-23.817000437856382,0.92092293906810041,114.35605926420514,781.81709871899488,70.952863794022065,967.12602177722215
792,2,90+,ATU1,405,161,6480,66.155246913580243,1,267,27.048858361458969,23.411496584933577,-3.6373617765253887,0.13549382716049382,1564.9038213875667,79.609181362276416,-511.78856041306574,1132.7244423367777
792,2,90+,ATU5,405,161,6480,66.155246913580243,1,267,82.225180786007968,67.783821323564169,-14.441359462443826,0.21635802469135804,13037.797944216563,655.16093096769066,-4210.5260328058939,9482.4328423783627
792,2,90+,MJ3,405,161,6480,66.155246913580243,1,267,-50.785266737127962,-79.011211394464482,-28.225944657336534,1,3675.1910963023965,1702.5790162352037,1768.6251441838033,7146.3952567214028
792,2,90+,MJ1,405,161,6480,66.155246913580243,1,267,-26.695438595574608,-33.825844989765507,-7.1304063941908931,1,746.90924549326166,188.51220116901499,348.16821617869067,1283.5896628409673
972,0,all,ATU1,800,415,12800,104.31093749999999,1,293,9.3312046630525334,0.40111839686900114,-8.9300862661835332,0.60750000000000004,1184.064022221914,263.68553891818044,-307.28335276896411,1140.4662083711303
972,0,all,ATU5,800,415,12800,104.31093749999999,1,293,33.080824494975602,23.437269122481357,-9.6435553724942498,0.60601562499999995,6477.6571718857922,1376.6220062822299,-1196.0382475546246,6658.2409306133968
