feature,mean_abs_shap,schema_version,explained_model,model_role,analysis_scope,target_definition,target_unit,feature_kinematics_definition,split_date,train_start,train_end,holdout_start,holdout_end,background_date_count,background_rows,background_start,background_end,explanation_date_count,explanation_rows,explanation_start,explanation_end,data_source,data_sha256,implementation_source,implementation_sha256
disp_lag1,4.821855639291284e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
maxT_lag2,4.458567992206383e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum15_lag3,3.8326450327643846e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum15_lag2,3.6179907571860404e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rainfall_lag3,3.5225957689685776e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
minT_lag3,3.4129068267912656e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_rate_lag3,3.325687225563434e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_lag5,3.257843466461518e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum30_lag4,2.4359807578896315e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
aveT_lag1,2.1871073138760457e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rainfall_lag2,2.1632030703803763e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_rate_lag2,2.1078443837023124e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
DP_lag5,2.0251631615778447e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
disp_lag5,1.9603714303026296e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
minT_lag4,1.6764108059839753e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
aveT_lag3,1.3147312023132737e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rainfall_lag1,1.2869812665294577e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
aveT_lag5,1.1311735017764694e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_rate_lag5,1.1287387783427933e-05,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_rate_lag1,9.96384908533736e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum30_lag3,8.147498009964949e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
station_ATU5,7.572535792741866e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_lag4,7.395591984047047e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_rate_lag4,6.422183972880176e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum15_lag5,6.334316740980728e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum7_lag4,5.228569559014543e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RH_lag3,4.1387484306153885e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
disp_lag4,3.69776370921629e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RH_lag2,3.5215302622968587e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
DP_lag4,3.169740954214878e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
Rain_cum30_lag1,2.97288187781805e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
maxT_lag4,2.0238077607051543e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RH_lag4,1.6140789883385688e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
DP_lag3,1.3836684387180665e-06,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
station_MJ9,0.0,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_lag3,0.0,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
RWL_lag1,0.0,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
station_ATU2,0.0,2,NGBoost regressor,independent_exploratory_explainer,"independent NGBoost regression model-dependence analysis; not ConvLSTM explanation, causal inference, warning classification, or formal five-level output",target-observation displacement increment U_t - U_(t-1),mm per observation interval,"lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is retained as an input feature, not a warning label",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,12,96,2016-08-04,2019-09-18,25,200,2019-09-19,2020-06-30,data/monitoring_data.csv,ee63480ad9b8065dea359d49873182b1554013f910bec1c6988c0b152bede118,code/explainability/ngboost_shap.py,8ea814cd60be659c09bebec99d1bdc818cc581189ca98da9d40866aa1717ef5d
