check,values,max_difference,tolerance
1168/G_CACHED/2/rmse/summary,1,0,1e-08
1168/G_CACHED/2/rmse/points,4,3.5527136788005009e-15,1e-08
1168/G_CACHED/2/crps/summary,1,2.6645352591003757e-15,1e-08
1168/G_CACHED/2/crps/points,4,5.3290705182007514e-15,1e-08
1168/G_CACHED/2/coverage80/summary,1,0,1e-08
1168/G_CACHED/2/coverage80/points,4,0,1e-08
1168/G_CACHED/2/width80/summary,1,5.6843418860808015e-14,1e-08
1168/G_CACHED/2/width80/points,4,4.9737991503207013e-13,1e-08
1168/G_CACHED/2/interval_score80/summary,1,2.8421709430404007e-14,1e-08
1168/G_CACHED/2/interval_score80/points,4,4.9737991503207013e-13,1e-08
1168/G_CACHED/2/coverage90/summary,1,0,1e-08
1168/G_CACHED/2/coverage90/points,4,0,1e-08
1168/G_CACHED/2/width90/summary,1,2.8421709430404007e-14,1e-08
1168/G_CACHED/2/width90/points,4,1.7053025658242404e-13,1e-08
1168/G_CACHED/2/interval_score90/summary,1,5.6843418860808015e-14,1e-08
1168/G_CACHED/2/interval_score90/points,4,1.7053025658242404e-13,1e-08
1168/G_CACHED/2/coverage95/summary,1,0,1e-08
1168/G_CACHED/2/coverage95/points,4,0,1e-08
1168/G_CACHED/2/width95/summary,1,2.8421709430404007e-14,1e-08
1168/G_CACHED/2/width95/points,4,6.2527760746888816e-13,1e-08
1168/G_CACHED/2/interval_score95/summary,1,1.4210854715202004e-14,1e-08
1168/G_CACHED/2/interval_score95/points,4,6.2527760746888816e-13,1e-08
1168/G_CACHED/ATU1/target_indices,293,0,0
1168/G_CACHED/ATU1/daily,879,0,0
1168/G_CACHED/ATU5/target_indices,293,0,0
1168/G_CACHED/ATU5/daily,879,0,0
1168/G_CACHED/MJ3/target_indices,293,0,0
1168/G_CACHED/MJ3/daily,879,0,0
1168/G_CACHED/MJ1/target_indices,293,0,0
1168/G_CACHED/MJ1/daily,879,0,0
1168/G_CACHED/ensemble/1/0/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/1/1/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/1/2/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/1/3/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/7/0/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/7/1/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/7/2/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/7/3/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/30/0/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/30/1/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/30/2/endpoint,3,0,1e-08
1168/G_CACHED/ensemble/30/3/endpoint,3,0,1e-08
1168/G_CACHED/0/1/0/endpoint,3,0,1e-08
1168/G_CACHED/0/1/1/endpoint,3,0,1e-08
1168/G_CACHED/0/1/2/endpoint,3,0,1e-08
1168/G_CACHED/0/1/3/endpoint,3,0,1e-08
1168/G_CACHED/0/7/0/endpoint,3,0,1e-08
1168/G_CACHED/0/7/1/endpoint,3,0,1e-08
1168/G_CACHED/0/7/2/endpoint,3,0,1e-08
1168/G_CACHED/0/7/3/endpoint,3,0,1e-08
1168/G_CACHED/0/30/0/endpoint,3,0,1e-08
1168/G_CACHED/0/30/1/endpoint,3,0,1e-08
1168/G_CACHED/0/30/2/endpoint,3,0,1e-08
1168/G_CACHED/0/30/3/endpoint,3,0,1e-08
1168/G_CACHED/1/1/0/endpoint,3,0,1e-08
1168/G_CACHED/1/1/1/endpoint,3,0,1e-08
1168/G_CACHED/1/1/2/endpoint,3,0,1e-08
1168/G_CACHED/1/1/3/endpoint,3,0,1e-08
1168/G_CACHED/1/7/0/endpoint,3,0,1e-08
1168/G_CACHED/1/7/1/endpoint,3,0,1e-08
1168/G_CACHED/1/7/2/endpoint,3,0,1e-08
1168/G_CACHED/1/7/3/endpoint,3,0,1e-08
1168/G_CACHED/1/30/0/endpoint,3,0,1e-08
1168/G_CACHED/1/30/1/endpoint,3,0,1e-08
1168/G_CACHED/1/30/2/endpoint,3,0,1e-08
1168/G_CACHED/1/30/3/endpoint,3,0,1e-08
1168/G_CACHED/2/1/0/endpoint,3,0,1e-08
1168/G_CACHED/2/1/1/endpoint,3,0,1e-08
1168/G_CACHED/2/1/2/endpoint,3,0,1e-08
1168/G_CACHED/2/1/3/endpoint,3,0,1e-08
1168/G_CACHED/2/7/0/endpoint,3,0,1e-08
1168/G_CACHED/2/7/1/endpoint,3,0,1e-08
1168/G_CACHED/2/7/2/endpoint,3,0,1e-08
1168/G_CACHED/2/7/3/endpoint,3,0,1e-08
1168/G_CACHED/2/30/0/endpoint,3,0,1e-08
1168/G_CACHED/2/30/1/endpoint,3,0,1e-08
1168/G_CACHED/2/30/2/endpoint,3,0,1e-08
1168/G_CACHED/2/30/3/endpoint,3,0,1e-08
1168/G_REFRESH/calibration,360,0,0
1168/G_REFRESH/scale,4,0,0
1168/G_REFRESH/mae/summary,1,1.7763568394002505e-15,1e-08
1168/G_REFRESH/mae/points,4,4.4408920985006262e-15,1e-08
1168/G_REFRESH/rmse/summary,1,1.7763568394002505e-15,1e-08
1168/G_REFRESH/rmse/points,4,3.5527136788005009e-15,1e-08
1168/G_REFRESH/crps/summary,1,0,1e-08
1168/G_REFRESH/crps/points,4,0,1e-08
1168/G_REFRESH/coverage80/summary,1,0,1e-08
1168/G_REFRESH/coverage80/points,4,0,1e-08
1168/G_REFRESH/width80/summary,1,1.6342482922482304e-13,1e-08
1168/G_REFRESH/width80/points,4,3.3395508580724709e-13,1e-08
1168/G_REFRESH/interval_score80/summary,1,1.4210854715202004e-13,1e-08
1168/G_REFRESH/interval_score80/points,4,3.1974423109204508e-13,1e-08
1168/G_REFRESH/coverage90/summary,1,0,1e-08
1168/G_REFRESH/coverage90/points,4,0,1e-08
1168/G_REFRESH/width90/summary,1,1.4210854715202004e-14,1e-08
1168/G_REFRESH/width90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/interval_score90/summary,1,1.4210854715202004e-14,1e-08
1168/G_REFRESH/interval_score90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/coverage95/summary,1,0,1e-08
1168/G_REFRESH/coverage95/points,4,0,1e-08
1168/G_REFRESH/width95/summary,1,3.1263880373444408e-13,1e-08
1168/G_REFRESH/width95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/interval_score95/summary,1,2.8421709430404007e-13,1e-08
1168/G_REFRESH/interval_score95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/0/mae/summary,1,1.7763568394002505e-15,1e-08
1168/G_REFRESH/0/mae/points,4,3.5527136788005009e-15,1e-08
1168/G_REFRESH/0/rmse/summary,1,0,1e-08
1168/G_REFRESH/0/rmse/points,4,1.7763568394002505e-15,1e-08
1168/G_REFRESH/0/crps/summary,1,5.3290705182007514e-15,1e-08
1168/G_REFRESH/0/crps/points,4,7.1054273576010019e-15,1e-08
1168/G_REFRESH/0/coverage80/summary,1,0,1e-08
1168/G_REFRESH/0/coverage80/points,4,0,1e-08
1168/G_REFRESH/0/width80/summary,1,1.6342482922482304e-13,1e-08
1168/G_REFRESH/0/width80/points,4,3.3395508580724709e-13,1e-08
1168/G_REFRESH/0/interval_score80/summary,1,1.4210854715202004e-13,1e-08
1168/G_REFRESH/0/interval_score80/points,4,3.3395508580724709e-13,1e-08
1168/G_REFRESH/0/coverage90/summary,1,0,1e-08
1168/G_REFRESH/0/coverage90/points,4,0,1e-08
1168/G_REFRESH/0/width90/summary,1,1.4210854715202004e-14,1e-08
1168/G_REFRESH/0/width90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/0/interval_score90/summary,1,1.4210854715202004e-14,1e-08
1168/G_REFRESH/0/interval_score90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/0/coverage95/summary,1,0,1e-08
1168/G_REFRESH/0/coverage95/points,4,0,1e-08
1168/G_REFRESH/0/width95/summary,1,3.2684965844964609e-13,1e-08
1168/G_REFRESH/0/width95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/0/interval_score95/summary,1,3.2684965844964609e-13,1e-08
1168/G_REFRESH/0/interval_score95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/1/mae/summary,1,2.6645352591003757e-15,1e-08
1168/G_REFRESH/1/mae/points,4,3.5527136788005009e-15,1e-08
1168/G_REFRESH/1/rmse/summary,1,0,1e-08
1168/G_REFRESH/1/rmse/points,4,3.5527136788005009e-15,1e-08
1168/G_REFRESH/1/crps/summary,1,8.8817841970012523e-16,1e-08
1168/G_REFRESH/1/crps/points,4,2.6645352591003757e-15,1e-08
1168/G_REFRESH/1/coverage80/summary,1,0,1e-08
1168/G_REFRESH/1/coverage80/points,4,0,1e-08
1168/G_REFRESH/1/width80/summary,1,1.6342482922482304e-13,1e-08
1168/G_REFRESH/1/width80/points,4,3.3395508580724709e-13,1e-08
1168/G_REFRESH/1/interval_score80/summary,1,1.5631940186722204e-13,1e-08
1168/G_REFRESH/1/interval_score80/points,4,3.3395508580724709e-13,1e-08
1168/G_REFRESH/1/coverage90/summary,1,0,1e-08
1168/G_REFRESH/1/coverage90/points,4,0,1e-08
1168/G_REFRESH/1/width90/summary,1,1.4210854715202004e-14,1e-08
1168/G_REFRESH/1/width90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/1/interval_score90/summary,1,2.8421709430404007e-14,1e-08
1168/G_REFRESH/1/interval_score90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/1/coverage95/summary,1,0,1e-08
1168/G_REFRESH/1/coverage95/points,4,0,1e-08
1168/G_REFRESH/1/width95/summary,1,3.1263880373444408e-13,1e-08
1168/G_REFRESH/1/width95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/1/interval_score95/summary,1,3.1263880373444408e-13,1e-08
1168/G_REFRESH/1/interval_score95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/2/mae/summary,1,0,1e-08
1168/G_REFRESH/2/mae/points,4,1.7763568394002505e-15,1e-08
1168/G_REFRESH/2/rmse/summary,1,0,1e-08
1168/G_REFRESH/2/rmse/points,4,8.8817841970012523e-16,1e-08
1168/G_REFRESH/2/crps/summary,1,1.7763568394002505e-15,1e-08
1168/G_REFRESH/2/crps/points,4,4.4408920985006262e-15,1e-08
1168/G_REFRESH/2/coverage80/summary,1,0,1e-08
1168/G_REFRESH/2/coverage80/points,4,0,1e-08
1168/G_REFRESH/2/width80/summary,1,1.6342482922482304e-13,1e-08
1168/G_REFRESH/2/width80/points,4,3.3395508580724709e-13,1e-08
1168/G_REFRESH/2/interval_score80/summary,1,1.4210854715202004e-13,1e-08
1168/G_REFRESH/2/interval_score80/points,4,3.1974423109204508e-13,1e-08
1168/G_REFRESH/2/coverage90/summary,1,0,1e-08
1168/G_REFRESH/2/coverage90/points,4,0,1e-08
1168/G_REFRESH/2/width90/summary,1,1.4210854715202004e-14,1e-08
1168/G_REFRESH/2/width90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/2/interval_score90/summary,1,4.2632564145606011e-14,1e-08
1168/G_REFRESH/2/interval_score90/points,4,5.2580162446247414e-13,1e-08
1168/G_REFRESH/2/coverage95/summary,1,0,1e-08
1168/G_REFRESH/2/coverage95/points,4,0,1e-08
1168/G_REFRESH/2/width95/summary,1,3.2684965844964609e-13,1e-08
1168/G_REFRESH/2/width95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/2/interval_score95/summary,1,3.1263880373444408e-13,1e-08
1168/G_REFRESH/2/interval_score95/points,4,6.8212102632969618e-13,1e-08
1168/G_REFRESH/ATU1/target_indices,293,0,0
1168/G_REFRESH/ATU1/daily,879,0,0
1168/G_REFRESH/ATU5/target_indices,293,0,0
1168/G_REFRESH/ATU5/daily,879,0,0
1168/G_REFRESH/MJ3/target_indices,293,0,0
1168/G_REFRESH/MJ3/daily,879,0,0
1168/G_REFRESH/MJ1/target_indices,293,0,0
1168/G_REFRESH/MJ1/daily,879,0,0
1168/G_REFRESH/ensemble/1/0/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/1/1/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/1/2/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/1/3/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/7/0/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/7/1/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/7/2/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/7/3/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/30/0/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/30/1/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/30/2/endpoint,3,0,1e-08
1168/G_REFRESH/ensemble/30/3/endpoint,3,0,1e-08
1168/G_REFRESH/0/1/0/endpoint,3,0,1e-08
1168/G_REFRESH/0/1/1/endpoint,3,0,1e-08
1168/G_REFRESH/0/1/2/endpoint,3,0,1e-08
1168/G_REFRESH/0/1/3/endpoint,3,0,1e-08
1168/G_REFRESH/0/7/0/endpoint,3,0,1e-08
1168/G_REFRESH/0/7/1/endpoint,3,0,1e-08
1168/G_REFRESH/0/7/2/endpoint,3,0,1e-08
1168/G_REFRESH/0/7/3/endpoint,3,0,1e-08
1168/G_REFRESH/0/30/0/endpoint,3,0,1e-08
1168/G_REFRESH/0/30/1/endpoint,3,0,1e-08
1168/G_REFRESH/0/30/2/endpoint,3,0,1e-08
1168/G_REFRESH/0/30/3/endpoint,3,0,1e-08
1168/G_REFRESH/1/1/0/endpoint,3,0,1e-08
1168/G_REFRESH/1/1/1/endpoint,3,0,1e-08
1168/G_REFRESH/1/1/2/endpoint,3,0,1e-08
1168/G_REFRESH/1/1/3/endpoint,3,0,1e-08
1168/G_REFRESH/1/7/0/endpoint,3,0,1e-08
1168/G_REFRESH/1/7/1/endpoint,3,0,1e-08
1168/G_REFRESH/1/7/2/endpoint,3,0,1e-08
1168/G_REFRESH/1/7/3/endpoint,3,0,1e-08
1168/G_REFRESH/1/30/0/endpoint,3,0,1e-08
1168/G_REFRESH/1/30/1/endpoint,3,0,1e-08
1168/G_REFRESH/1/30/2/endpoint,3,0,1e-08
1168/G_REFRESH/1/30/3/endpoint,3,0,1e-08
1168/G_REFRESH/2/1/0/endpoint,3,0,1e-08
1168/G_REFRESH/2/1/1/endpoint,3,0,1e-08
1168/G_REFRESH/2/1/2/endpoint,3,0,1e-08
1168/G_REFRESH/2/1/3/endpoint,3,0,1e-08
1168/G_REFRESH/2/7/0/endpoint,3,0,1e-08
1168/G_REFRESH/2/7/1/endpoint,3,0,1e-08
1168/G_REFRESH/2/7/2/endpoint,3,0,1e-08
1168/G_REFRESH/2/7/3/endpoint,3,0,1e-08
1168/G_REFRESH/2/30/0/endpoint,3,0,1e-08
1168/G_REFRESH/2/30/1/endpoint,3,0,1e-08
1168/G_REFRESH/2/30/2/endpoint,3,0,1e-08
1168/G_REFRESH/2/30/3/endpoint,3,0,1e-08
pair/792/ensemble/average/mae,3,1.4210854715202004e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/ensemble/average/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/ensemble/average/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/ensemble/average/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/ensemble/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/average/width90,3,2.9842794901924208e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/792/ensemble/ATU1/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/ensemble/ATU1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/ATU1/crps,3,2.1316282072803006e-14,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/792/ensemble/ATU1/interval_score90,3,5.6843418860808015e-14,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/ensemble/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/ATU1/width90,3,2.7711166694643907e-13,1e-08
relative_difference,1,1.0880185641326534e-14,1e-08
pair/792/ensemble/ATU5/mae,3,4.9737991503207013e-14,1e-08
relative_difference,1,1.9984014443252818e-15,1e-08
pair/792/ensemble/ATU5/rmse,3,1.4210854715202004e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/ensemble/ATU5/crps,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/ATU5/interval_score90,3,1.1368683772161603e-13,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/ensemble/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/ATU5/width90,3,3.6237679523765109e-13,1e-08
relative_difference,1,1.2212453270876722e-14,1e-08
pair/792/ensemble/MJ3/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/MJ3/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/ensemble/MJ3/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/792/ensemble/MJ3/interval_score90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/ensemble/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/MJ3/width90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/ensemble/MJ1/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/MJ1/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/MJ1/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/ensemble/MJ1/interval_score90,3,1.1368683772161603e-13,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/ensemble/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/ensemble/MJ1/width90,3,1.1368683772161603e-13,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/0/average/mae,3,1.4210854715202004e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/0/average/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/0/average/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/0/average/interval_score90,3,1.1368683772161603e-13,1e-08
relative_difference,1,0,1e-08
pair/792/0/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/0/average/width90,3,2.9842794901924208e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/792/0/ATU1/mae,3,2.8421709430404007e-14,1e-08
relative_difference,1,1.9984014443252818e-15,1e-08
pair/792/0/ATU1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,0,1e-08
pair/792/0/ATU1/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/0/ATU1/interval_score90,3,2.8421709430404007e-14,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/792/0/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/0/ATU1/width90,3,2.8421709430404007e-13,1e-08
relative_difference,1,1.1324274851176597e-14,1e-08
pair/792/0/ATU5/mae,3,2.1316282072803006e-14,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/0/ATU5/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/0/ATU5/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/0/ATU5/interval_score90,3,2.8421709430404007e-13,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/0/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/0/ATU5/width90,3,3.6237679523765109e-13,1e-08
relative_difference,1,1.2212453270876722e-14,1e-08
pair/792/0/MJ3/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/0/MJ3/rmse,3,2.6645352591003757e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/0/MJ3/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/792/0/MJ3/interval_score90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/0/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/0/MJ3/width90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/0/MJ1/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/0/MJ1/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/0/MJ1/crps,3,5.3290705182007514e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/0/MJ1/interval_score90,3,9.9475983006414026e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/792/0/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/0/MJ1/width90,3,9.9475983006414026e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/792/1/average/mae,3,1.0658141036401503e-14,1e-08
relative_difference,1,0,1e-08
pair/792/1/average/rmse,3,1.4210854715202004e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/1/average/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/1/average/interval_score90,3,1.7053025658242404e-13,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/1/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/1/average/width90,3,2.9842794901924208e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/792/1/ATU1/mae,3,2.4868995751603507e-14,1e-08
relative_difference,1,1.1102230246251565e-15,1e-08
pair/792/1/ATU1/rmse,3,1.4210854715202004e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/1/ATU1/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,0,1e-08
pair/792/1/ATU1/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/1/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/1/ATU1/width90,3,2.7000623958883807e-13,1e-08
relative_difference,1,1.0880185641326534e-14,1e-08
pair/792/1/ATU5/mae,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/1/ATU5/rmse,3,1.4210854715202004e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/1/ATU5/crps,3,1.0658141036401503e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/1/ATU5/interval_score90,3,1.1368683772161603e-13,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/1/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/1/ATU5/width90,3,3.6237679523765109e-13,1e-08
relative_difference,1,1.2212453270876722e-14,1e-08
pair/792/1/MJ3/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/1/MJ3/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/1/MJ3/crps,3,2.1316282072803006e-14,1e-08
relative_difference,1,1.1102230246251565e-15,1e-08
pair/792/1/MJ3/interval_score90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/1/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/1/MJ3/width90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/1/MJ1/mae,3,1.2434497875801753e-14,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/1/MJ1/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/1/MJ1/crps,3,5.3290705182007514e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/1/MJ1/interval_score90,3,9.9475983006414026e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/1/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/1/MJ1/width90,3,9.9475983006414026e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/792/2/average/mae,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/2/average/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/2/average/crps,3,1.0658141036401503e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/2/average/interval_score90,3,1.7053025658242404e-13,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/2/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/average/width90,3,2.9842794901924208e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/792/2/ATU1/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/ATU1/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/ATU1/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/2/ATU1/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/792/2/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/ATU1/width90,3,2.7000623958883807e-13,1e-08
relative_difference,1,1.0658141036401503e-14,1e-08
pair/792/2/ATU5/mae,3,2.8421709430404007e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/2/ATU5/rmse,3,1.4210854715202004e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/792/2/ATU5/crps,3,2.1316282072803006e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/792/2/ATU5/interval_score90,3,5.1159076974727213e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/792/2/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/ATU5/width90,3,3.6237679523765109e-13,1e-08
relative_difference,1,1.2212453270876722e-14,1e-08
pair/792/2/MJ3/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/MJ3/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,0,1e-08
pair/792/2/MJ3/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/2/MJ3/interval_score90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/2/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/MJ3/width90,3,7.9580786405131221e-13,1e-08
relative_difference,1,1.5543122344752192e-15,1e-08
pair/792/2/MJ1/mae,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/2/MJ1/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
