check,values,max_difference,tolerance
1168/G_CACHED/1032/training_input_2,5480,0,1.0000000000000001e-09
1168/G_CACHED/1032/training_input_3,274,0,1.0000000000000001e-09
1168/G_CACHED/1032/all_mature_targets,544,0,9.9999999999999998e-13
1168/G_CACHED/1092/training_input_0,61152,0,1.0000000000000001e-09
1168/G_CACHED/1092/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/1092/training_input_2,3080,0,1.0000000000000001e-09
1168/G_CACHED/1092/training_input_3,154,0,1.0000000000000001e-09
1168/G_CACHED/1092/all_mature_targets,304,0,9.9999999999999998e-13
1168/G_CACHED/1152/training_input_0,64512,0,1.0000000000000001e-09
1168/G_CACHED/1152/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/1152/training_input_2,680,0,1.0000000000000001e-09
1168/G_CACHED/1152/training_input_3,34,0,1.0000000000000001e-09
1168/G_CACHED/1152/all_mature_targets,64,0,9.9999999999999998e-13
1168/G_CACHED/0/origins,800,0,0
1168/G_CACHED/0/distances,12800,0,0
1168/G_CACHED/0/loss,200,0,0
1168/G_CACHED/0/0/reload,1172,0,0
1168/G_CACHED/0/0/change,1172,0,0
1168/G_CACHED/0/0/numpy,1172,0,9.9999999999999995e-08
1168/G_CACHED/0/0/h0,4,0,1e-10
1168/G_CACHED/0/zero,1172,0,0
1168/G_CACHED/0/init/adjacency,16,0,0
1168/G_CACHED/0/init/gru.weight_ih_l0,336,0,0
1168/G_CACHED/0/init/gru.weight_hh_l0,192,0,0
1168/G_CACHED/0/init/gru.bias_ih_l0,24,0,0
1168/G_CACHED/0/init/gru.bias_hh_l0,24,0,0
1168/G_CACHED/0/init/message.weight,64,0,0
1168/G_CACHED/0/init/message.bias,8,0,0
1168/G_CACHED/0/init/point.weight,16,0,0
1168/G_CACHED/0/init/decode.weight,544,0,0
1168/G_CACHED/0/init/decode.bias,16,0,0
1168/G_CACHED/0/init/head.weight,16,0,0
1168/G_CACHED/0/init/head.bias,1,0,0
1168/G_CACHED/0/50/reload,1172,0,0
1168/G_CACHED/0/50/change,1172,0,0
1168/G_CACHED/0/50/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/0/50/h0,4,0,1e-10
1168/G_CACHED/0/100/reload,1172,0,0
1168/G_CACHED/0/100/change,1172,0,0
1168/G_CACHED/0/100/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/0/100/h0,4,0,1e-10
1168/G_CACHED/0/200/reload,1172,0,0
1168/G_CACHED/0/200/change,1172,0,0
1168/G_CACHED/0/200/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/0/200/h0,4,0,1e-10
1168/G_CACHED/0/future_label_poison,1172,0,0
1168/G_CACHED/1/origins,800,0,0
1168/G_CACHED/1/distances,12800,0,0
1168/G_CACHED/1/loss,200,0,0
1168/G_CACHED/1/0/reload,1172,0,0
1168/G_CACHED/1/0/change,1172,0,0
1168/G_CACHED/1/0/numpy,1172,0,9.9999999999999995e-08
1168/G_CACHED/1/0/h0,4,0,1e-10
1168/G_CACHED/1/zero,1172,0,0
1168/G_CACHED/1/init/adjacency,16,0,0
1168/G_CACHED/1/init/gru.weight_ih_l0,336,0,0
1168/G_CACHED/1/init/gru.weight_hh_l0,192,0,0
1168/G_CACHED/1/init/gru.bias_ih_l0,24,0,0
1168/G_CACHED/1/init/gru.bias_hh_l0,24,0,0
1168/G_CACHED/1/init/message.weight,64,0,0
1168/G_CACHED/1/init/message.bias,8,0,0
1168/G_CACHED/1/init/point.weight,16,0,0
1168/G_CACHED/1/init/decode.weight,544,0,0
1168/G_CACHED/1/init/decode.bias,16,0,0
1168/G_CACHED/1/init/head.weight,16,0,0
1168/G_CACHED/1/init/head.bias,1,0,0
1168/G_CACHED/1/50/reload,1172,0,0
1168/G_CACHED/1/50/change,1172,0,0
1168/G_CACHED/1/50/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/1/50/h0,4,0,1e-10
1168/G_CACHED/1/100/reload,1172,0,0
1168/G_CACHED/1/100/change,1172,0,0
1168/G_CACHED/1/100/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/1/100/h0,4,0,1e-10
1168/G_CACHED/1/200/reload,1172,0,0
1168/G_CACHED/1/200/change,1172,0,0
1168/G_CACHED/1/200/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/1/200/h0,4,0,1e-10
1168/G_CACHED/1/future_label_poison,1172,0,0
1168/G_CACHED/2/origins,800,0,0
1168/G_CACHED/2/distances,12800,0,0
1168/G_CACHED/2/loss,200,0,0
1168/G_CACHED/2/0/reload,1172,0,0
1168/G_CACHED/2/0/change,1172,0,0
1168/G_CACHED/2/0/numpy,1172,0,9.9999999999999995e-08
1168/G_CACHED/2/0/h0,4,0,1e-10
1168/G_CACHED/2/zero,1172,0,0
1168/G_CACHED/2/init/adjacency,16,0,0
1168/G_CACHED/2/init/gru.weight_ih_l0,336,0,0
1168/G_CACHED/2/init/gru.weight_hh_l0,192,0,0
1168/G_CACHED/2/init/gru.bias_ih_l0,24,0,0
1168/G_CACHED/2/init/gru.bias_hh_l0,24,0,0
1168/G_CACHED/2/init/message.weight,64,0,0
1168/G_CACHED/2/init/message.bias,8,0,0
1168/G_CACHED/2/init/point.weight,16,0,0
1168/G_CACHED/2/init/decode.weight,544,0,0
1168/G_CACHED/2/init/decode.bias,16,0,0
1168/G_CACHED/2/init/head.weight,16,0,0
1168/G_CACHED/2/init/head.bias,1,0,0
1168/G_CACHED/2/50/reload,1172,0,0
1168/G_CACHED/2/50/change,1172,0,0
1168/G_CACHED/2/50/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/2/50/h0,4,0,1e-10
1168/G_CACHED/2/100/reload,1172,0,0
1168/G_CACHED/2/100/change,1172,0,0
1168/G_CACHED/2/100/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/2/100/h0,4,0,1e-10
1168/G_CACHED/2/200/reload,1172,0,0
1168/G_CACHED/2/200/change,1172,0,0
1168/G_CACHED/2/200/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_CACHED/2/200/h0,4,0,1e-10
1168/G_CACHED/2/future_label_poison,1172,0,0
1168/G_CACHED/seeds,3516,0,0
1168/G_CACHED/ensemble,1172,0,0
1168/G_REFRESH/432/training_input_0,24192,0,1.0000000000000001e-09
1168/G_REFRESH/432/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/432/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/432/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/432/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/492/training_input_0,27552,0,1.0000000000000001e-09
1168/G_REFRESH/492/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/492/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/492/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/492/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/552/training_input_0,30912,0,1.0000000000000001e-09
1168/G_REFRESH/552/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/552/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/552/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/552/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/612/training_input_0,34272,0,1.0000000000000001e-09
1168/G_REFRESH/612/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/612/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/612/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/612/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/672/training_input_0,37632,0,1.0000000000000001e-09
1168/G_REFRESH/672/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/672/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/672/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/672/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/732/training_input_0,40992,0,1.0000000000000001e-09
1168/G_REFRESH/732/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/732/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/732/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/732/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/792/training_input_0,44352,0,1.0000000000000001e-09
1168/G_REFRESH/792/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/792/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/792/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/792/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/852/training_input_0,47712,0,1.0000000000000001e-09
1168/G_REFRESH/852/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/852/training_input_2,11760,0,1.0000000000000001e-09
1168/G_REFRESH/852/training_input_3,588,0,1.0000000000000001e-09
1168/G_REFRESH/852/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_REFRESH/912/training_input_0,51072,0,1.0000000000000001e-09
1168/G_REFRESH/912/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/912/training_input_2,10280,0,1.0000000000000001e-09
1168/G_REFRESH/912/training_input_3,514,0,1.0000000000000001e-09
1168/G_REFRESH/912/all_mature_targets,1024,0,9.9999999999999998e-13
1168/G_REFRESH/972/training_input_0,54432,0,1.0000000000000001e-09
1168/G_REFRESH/972/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/972/training_input_2,7880,0,1.0000000000000001e-09
1168/G_REFRESH/972/training_input_3,394,0,1.0000000000000001e-09
1168/G_REFRESH/972/all_mature_targets,784,0,9.9999999999999998e-13
1168/G_REFRESH/1032/training_input_0,57792,0,1.0000000000000001e-09
1168/G_REFRESH/1032/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/1032/training_input_2,5480,0,1.0000000000000001e-09
1168/G_REFRESH/1032/training_input_3,274,0,1.0000000000000001e-09
1168/G_REFRESH/1032/all_mature_targets,544,0,9.9999999999999998e-13
1168/G_REFRESH/1092/training_input_0,61152,0,1.0000000000000001e-09
1168/G_REFRESH/1092/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/1092/training_input_2,3080,0,1.0000000000000001e-09
1168/G_REFRESH/1092/training_input_3,154,0,1.0000000000000001e-09
1168/G_REFRESH/1092/all_mature_targets,304,0,9.9999999999999998e-13
1168/G_REFRESH/1152/training_input_0,64512,0,1.0000000000000001e-09
1168/G_REFRESH/1152/training_input_1,1,0,1.0000000000000001e-09
1168/G_REFRESH/1152/training_input_2,680,0,1.0000000000000001e-09
1168/G_REFRESH/1152/training_input_3,34,0,1.0000000000000001e-09
1168/G_REFRESH/1152/all_mature_targets,64,0,9.9999999999999998e-13
1168/G_REFRESH/0/origins,800,0,0
1168/G_REFRESH/0/distances,12800,0,0
1168/G_REFRESH/0/loss,200,0,0
1168/G_REFRESH/0/0/reload,1172,0,0
1168/G_REFRESH/0/0/change,1172,0,0
1168/G_REFRESH/0/0/numpy,1172,0,9.9999999999999995e-08
1168/G_REFRESH/0/0/h0,4,0,1e-10
1168/G_REFRESH/0/zero,1172,0,0
1168/G_REFRESH/0/init/adjacency,16,0,0
1168/G_REFRESH/0/init/gru.weight_ih_l0,336,0,0
1168/G_REFRESH/0/init/gru.weight_hh_l0,192,0,0
1168/G_REFRESH/0/init/gru.bias_ih_l0,24,0,0
1168/G_REFRESH/0/init/gru.bias_hh_l0,24,0,0
1168/G_REFRESH/0/init/message.weight,64,0,0
1168/G_REFRESH/0/init/message.bias,8,0,0
1168/G_REFRESH/0/init/point.weight,16,0,0
1168/G_REFRESH/0/init/decode.weight,544,0,0
1168/G_REFRESH/0/init/decode.bias,16,0,0
1168/G_REFRESH/0/init/head.weight,16,0,0
1168/G_REFRESH/0/init/head.bias,1,0,0
1168/G_REFRESH/0/50/reload,1172,0,0
1168/G_REFRESH/0/50/change,1172,0,0
1168/G_REFRESH/0/50/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/0/50/h0,4,0,1e-10
1168/G_REFRESH/0/100/reload,1172,0,0
1168/G_REFRESH/0/100/change,1172,0,0
1168/G_REFRESH/0/100/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/0/100/h0,4,0,1e-10
1168/G_REFRESH/0/200/reload,1172,0,0
1168/G_REFRESH/0/200/change,1172,0,0
1168/G_REFRESH/0/200/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/0/200/h0,4,0,1e-10
1168/G_REFRESH/0/future_label_poison,1172,0,0
1168/G_REFRESH/1/origins,800,0,0
1168/G_REFRESH/1/distances,12800,0,0
1168/G_REFRESH/1/loss,200,0,0
1168/G_REFRESH/1/0/reload,1172,0,0
1168/G_REFRESH/1/0/change,1172,0,0
1168/G_REFRESH/1/0/numpy,1172,0,9.9999999999999995e-08
1168/G_REFRESH/1/0/h0,4,0,1e-10
1168/G_REFRESH/1/zero,1172,0,0
1168/G_REFRESH/1/init/adjacency,16,0,0
1168/G_REFRESH/1/init/gru.weight_ih_l0,336,0,0
1168/G_REFRESH/1/init/gru.weight_hh_l0,192,0,0
1168/G_REFRESH/1/init/gru.bias_ih_l0,24,0,0
1168/G_REFRESH/1/init/gru.bias_hh_l0,24,0,0
1168/G_REFRESH/1/init/message.weight,64,0,0
1168/G_REFRESH/1/init/message.bias,8,0,0
1168/G_REFRESH/1/init/point.weight,16,0,0
1168/G_REFRESH/1/init/decode.weight,544,0,0
1168/G_REFRESH/1/init/decode.bias,16,0,0
1168/G_REFRESH/1/init/head.weight,16,0,0
1168/G_REFRESH/1/init/head.bias,1,0,0
1168/G_REFRESH/1/50/reload,1172,0,0
1168/G_REFRESH/1/50/change,1172,0,0
1168/G_REFRESH/1/50/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/1/50/h0,4,0,1e-10
1168/G_REFRESH/1/100/reload,1172,0,0
1168/G_REFRESH/1/100/change,1172,0,0
1168/G_REFRESH/1/100/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/1/100/h0,4,0,1e-10
1168/G_REFRESH/1/200/reload,1172,0,0
1168/G_REFRESH/1/200/change,1172,0,0
1168/G_REFRESH/1/200/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/1/200/h0,4,0,1e-10
1168/G_REFRESH/1/future_label_poison,1172,0,0
1168/G_REFRESH/2/origins,800,0,0
1168/G_REFRESH/2/distances,12800,0,0
1168/G_REFRESH/2/loss,200,0,0
1168/G_REFRESH/2/0/reload,1172,0,0
1168/G_REFRESH/2/0/change,1172,0,0
1168/G_REFRESH/2/0/numpy,1172,0,9.9999999999999995e-08
1168/G_REFRESH/2/0/h0,4,0,1e-10
1168/G_REFRESH/2/zero,1172,0,0
1168/G_REFRESH/2/init/adjacency,16,0,0
1168/G_REFRESH/2/init/gru.weight_ih_l0,336,0,0
1168/G_REFRESH/2/init/gru.weight_hh_l0,192,0,0
1168/G_REFRESH/2/init/gru.bias_ih_l0,24,0,0
1168/G_REFRESH/2/init/gru.bias_hh_l0,24,0,0
1168/G_REFRESH/2/init/message.weight,64,0,0
1168/G_REFRESH/2/init/message.bias,8,0,0
1168/G_REFRESH/2/init/point.weight,16,0,0
1168/G_REFRESH/2/init/decode.weight,544,0,0
1168/G_REFRESH/2/init/decode.bias,16,0,0
1168/G_REFRESH/2/init/head.weight,16,0,0
1168/G_REFRESH/2/init/head.bias,1,0,0
1168/G_REFRESH/2/50/reload,1172,0,0
1168/G_REFRESH/2/50/change,1172,0,0
1168/G_REFRESH/2/50/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/2/50/h0,4,0,1e-10
1168/G_REFRESH/2/100/reload,1172,0,0
1168/G_REFRESH/2/100/change,1172,0,0
1168/G_REFRESH/2/100/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/2/100/h0,4,0,1e-10
1168/G_REFRESH/2/200/reload,1172,0,0
1168/G_REFRESH/2/200/change,1172,0,0
1168/G_REFRESH/2/200/numpy,1172,2.2737367544323206e-13,9.9999999999999995e-08
1168/G_REFRESH/2/200/h0,4,0,1e-10
1168/G_REFRESH/2/future_label_poison,1172,0,0
1168/G_REFRESH/seeds,3516,0,0
1168/G_REFRESH/ensemble,1172,0,0
1168/BPLUS_CONTINUOUS/calibration,360,0,0
1168/BPLUS_CONTINUOUS/scale,4,0,0
1168/BPLUS_CONTINUOUS/mae/summary,1,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/mae/points,4,5.3290705182007514e-15,1e-08
1168/BPLUS_CONTINUOUS/rmse/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/rmse/points,4,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/crps/summary,1,1.7763568394002505e-15,1e-08
1168/BPLUS_CONTINUOUS/crps/points,4,8.8817841970012523e-15,1e-08
1168/BPLUS_CONTINUOUS/coverage80/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/coverage80/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/width80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/width80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/interval_score80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/interval_score80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/coverage90/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/coverage90/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/width90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/width90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/interval_score90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/interval_score90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/coverage95/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/coverage95/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/width95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/width95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/interval_score95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/interval_score95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/0/mae/summary,1,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/0/mae/points,4,5.3290705182007514e-15,1e-08
1168/BPLUS_CONTINUOUS/0/rmse/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/0/rmse/points,4,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/0/crps/summary,1,1.7763568394002505e-15,1e-08
1168/BPLUS_CONTINUOUS/0/crps/points,4,8.8817841970012523e-15,1e-08
1168/BPLUS_CONTINUOUS/0/coverage80/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/0/coverage80/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/0/width80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/0/width80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/0/interval_score80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/0/interval_score80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/0/coverage90/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/0/coverage90/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/0/width90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/0/width90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/0/interval_score90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/0/interval_score90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/0/coverage95/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/0/coverage95/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/0/width95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/0/width95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/0/interval_score95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/0/interval_score95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/1/mae/summary,1,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/1/mae/points,4,5.3290705182007514e-15,1e-08
1168/BPLUS_CONTINUOUS/1/rmse/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/1/rmse/points,4,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/1/crps/summary,1,1.7763568394002505e-15,1e-08
1168/BPLUS_CONTINUOUS/1/crps/points,4,8.8817841970012523e-15,1e-08
1168/BPLUS_CONTINUOUS/1/coverage80/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/1/coverage80/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/1/width80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/1/width80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/1/interval_score80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/1/interval_score80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/1/coverage90/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/1/coverage90/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/1/width90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/1/width90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/1/interval_score90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/1/interval_score90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/1/coverage95/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/1/coverage95/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/1/width95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/1/width95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/1/interval_score95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/1/interval_score95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/2/mae/summary,1,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/2/mae/points,4,5.3290705182007514e-15,1e-08
1168/BPLUS_CONTINUOUS/2/rmse/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/2/rmse/points,4,8.8817841970012523e-16,1e-08
1168/BPLUS_CONTINUOUS/2/crps/summary,1,1.7763568394002505e-15,1e-08
1168/BPLUS_CONTINUOUS/2/crps/points,4,8.8817841970012523e-15,1e-08
1168/BPLUS_CONTINUOUS/2/coverage80/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/2/coverage80/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/2/width80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/2/width80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/2/interval_score80/summary,1,2.8421709430404007e-14,1e-08
1168/BPLUS_CONTINUOUS/2/interval_score80/points,4,1.0516032489249483e-12,1e-08
1168/BPLUS_CONTINUOUS/2/coverage90/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/2/coverage90/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/2/width90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/2/width90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/2/interval_score90/summary,1,4.8316906031686813e-13,1e-08
1168/BPLUS_CONTINUOUS/2/interval_score90/points,4,1.0800249583553523e-12,1e-08
1168/BPLUS_CONTINUOUS/2/coverage95/summary,1,0,1e-08
1168/BPLUS_CONTINUOUS/2/coverage95/points,4,0,1e-08
1168/BPLUS_CONTINUOUS/2/width95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/2/width95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/2/interval_score95/summary,1,3.694822225952521e-13,1e-08
1168/BPLUS_CONTINUOUS/2/interval_score95/points,4,1.3926637620897964e-12,1e-08
1168/BPLUS_CONTINUOUS/ATU1/target_indices,293,0,0
1168/BPLUS_CONTINUOUS/ATU1/daily,879,0,0
1168/BPLUS_CONTINUOUS/ATU5/target_indices,293,0,0
1168/BPLUS_CONTINUOUS/ATU5/daily,879,0,0
1168/BPLUS_CONTINUOUS/MJ3/target_indices,293,0,0
1168/BPLUS_CONTINUOUS/MJ3/daily,879,0,0
1168/BPLUS_CONTINUOUS/MJ1/target_indices,293,0,0
1168/BPLUS_CONTINUOUS/MJ1/daily,879,0,0
1168/BPLUS_CONTINUOUS/ensemble/1/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/1/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/1/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/1/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/7/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/7/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/7/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/7/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/30/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/30/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/30/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/ensemble/30/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/1/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/1/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/1/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/1/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/7/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/7/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/7/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/7/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/30/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/30/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/30/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/0/30/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/1/1/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/1/1/1/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/1/1/2/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/1/1/3/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/1/7/0/endpoint,3,0,1e-08
1168/BPLUS_CONTINUOUS/1/7/1/endpoint,3,0,1e-08
