fit_days,strategy,lead,target,station,candidate_origin,candidate_target,distance,mse_displacement,mse_hydrology,mse_static,mse_history,mse_lead,candidate_demand_mm,query_demand_mm,demand_difference_mm,nonzero_pair,same_direction
342,IN,22,364,MJ3,252,274,1.545481644638184,4.144445459016693,2.671360035069191,0.0,4.623939705504743,0.0,1.2924443594934019,3.61203131955358,2.319586960060178,True,True
342,IN,22,364,MJ1,252,274,1.545481644638184,4.144445459016693,2.671360035069191,0.0,4.623939705504743,0.0,2.1014860922914522,0.10025399373955679,-2.0012320985518954,True,True
342,IN,23,365,ATU1,252,275,1.6859791064640528,4.093923937906551,3.42445430743885,0.0,4.623939705504743,0.0,-23.83809970124502,23.415388663732458,47.25348836497748,True,False
342,IN,23,365,ATU5,252,275,1.6859791064640528,4.093923937906551,3.42445430743885,0.0,4.623939705504743,0.0,-25.919959753537228,29.020688357698987,54.940648111236214,True,False
342,IN,23,365,MJ3,252,275,1.6859791064640528,4.093923937906551,3.42445430743885,0.0,4.623939705504743,0.0,0.9873132372269993,3.3214079924994167,2.3340947552724174,True,True
342,IN,23,365,MJ1,252,275,1.6859791064640528,4.093923937906551,3.42445430743885,0.0,4.623939705504743,0.0,2.104050434145165,-0.48288227116324833,-2.5869327053084135,True,False
342,IN,24,366,ATU1,252,276,1.849705715767933,3.808394081316702,4.416270773577288,0.0,4.623939705504743,0.0,-23.86742289845259,24.322107406591044,48.18953030504363,True,False
342,IN,24,366,ATU5,252,276,1.849705715767933,3.808394081316702,4.416270773577288,0.0,4.623939705504743,0.0,-26.209534529955235,30.06633623088095,56.275870760836185,True,False
342,IN,24,366,MJ3,252,276,1.849705715767933,3.808394081316702,4.416270773577288,0.0,4.623939705504743,0.0,0.5405951471883554,3.0834770793237567,2.5428819321354013,True,True
342,IN,24,366,MJ1,252,276,1.849705715767933,3.808394081316702,4.416270773577288,0.0,4.623939705504743,0.0,1.9652499581102347,-1.020310104429086,-2.985560062539321,True,False
342,IN,25,367,ATU1,252,277,2.0298219717946884,3.569111284027457,5.598426748291898,0.0,4.623939705504743,0.0,-23.927752699697997,25.22993239996258,49.157685099660576,True,False
342,IN,25,367,ATU5,252,277,2.0298219717946884,3.569111284027457,5.598426748291898,0.0,4.623939705504743,0.0,-26.55415341574141,31.1086744994862,57.66282791522761,True,False
342,IN,25,367,MJ3,252,277,2.0298219717946884,3.569111284027457,5.598426748291898,0.0,4.623939705504743,0.0,-0.00140630878115644,2.908239668849774,2.9096459776309302,True,False
342,IN,25,367,MJ1,252,277,2.0298219717946884,3.569111284027457,5.598426748291898,0.0,4.623939705504743,0.0,1.7502560417659652,-1.507721208016278,-3.2579772497822432,True,False
342,IN,26,368,ATU1,252,278,2.1424324070041236,3.4073275433207586,6.393417694980222,0.0,4.623939705504743,0.0,-23.996304696324785,26.1807865970772,50.177091293401986,True,False
