horizon_days,split,evaluation_role,estimator,subset,actual_level,actual_color,predicted_level,predicted_color,count
3,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,1,blue,99
3,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,2,yellow,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,0,green,107
3,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,1,blue,713
3,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,2,yellow,25
3,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,1,blue,25
3,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,2,yellow,238
3,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,3,orange,22
3,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,1,blue,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,2,yellow,22
3,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,3,orange,121
3,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,1,blue,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,2,yellow,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,4,red,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,24
3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,75
3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,90
3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,18
3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,24
3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,27
3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,0,green,99
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,1,blue,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,2,yellow,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,3,orange,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,4,red,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,0,green,132
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,1,blue,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,2,yellow,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,3,orange,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,4,red,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,0,green,47
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,1,blue,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,2,yellow,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,3,orange,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,4,red,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,0,green,22
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,1,blue,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,2,yellow,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,3,orange,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,4,red,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,0,green,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,1,blue,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,2,yellow,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,3,orange,0
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,1,blue,99
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,2,yellow,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,0,green,107
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,1,blue,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,2,yellow,25
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,1,blue,25
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,2,yellow,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,3,orange,22
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,1,blue,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,2,yellow,22
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,4,red,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,0,green,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,1,blue,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,2,yellow,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,3,orange,0
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,4,red,0
3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,508
3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,61
3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,81
3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,942
3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,14
3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,1
3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,21
3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,156
3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,3
3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,56
3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,11
3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,65
3,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
3,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
3,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,6
3,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,6
3,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,338
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,0,green,571
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,0,green,1038
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,0,green,180
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,0,green,133
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,0,green,350
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,4,red,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,0,green,501
3,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,1,blue,68
3,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,2,yellow,2
3,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,3,orange,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,4,red,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,0,green,84
3,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,1,blue,941
3,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,2,yellow,12
3,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,3,orange,1
3,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,4,red,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,1,blue,32
3,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,2,yellow,140
3,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,3,orange,6
3,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,4,red,2
3,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,1,blue,1
3,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,2,yellow,24
3,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,3,orange,92
3,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,4,red,16
3,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,1,blue,0
3,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,2,yellow,2
3,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,3,orange,31
3,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,4,red,317
3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,20
3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,48
3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,2
3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,60
3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,28
3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,8
3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,1
3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,17
3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,3
3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,23
3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,1
3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,16
3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,6
3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,27
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,0,green,70
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,0,green,97
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,0,green,40
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,0,green,41
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,4,red,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,0,green,33
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,1,blue,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,2,yellow,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,3,orange,0
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,4,red,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,1,blue,68
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,2,yellow,2
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,3,orange,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,4,red,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,0,green,84
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,1,blue,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,2,yellow,12
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,3,orange,1
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,4,red,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,1,blue,32
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,2,yellow,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,3,orange,6
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,4,red,2
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,1,blue,1
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,2,yellow,24
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,3,orange,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,4,red,16
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,0,green,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,1,blue,0
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,2,yellow,2
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,3,orange,31
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,4,red,0
7,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,387
7,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,112
7,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
7,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
7,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,159
7,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,640
7,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,42
7,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,2
7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,45
7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,231
7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
7,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
7,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,2
7,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,140
7,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,0
7,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
7,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
7,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
7,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,0,green,0,green,499
7,calibration,chronological_evaluation_only,fit_majority_prior,all,0,green,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,0,green,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,0,green,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,0,green,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,1,blue,0,green,841
7,calibration,chronological_evaluation_only,fit_majority_prior,all,1,blue,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,1,blue,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,1,blue,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,1,blue,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,2,yellow,0,green,278
7,calibration,chronological_evaluation_only,fit_majority_prior,all,2,yellow,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,2,yellow,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,2,yellow,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,2,yellow,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,3,orange,0,green,142
7,calibration,chronological_evaluation_only,fit_majority_prior,all,3,orange,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,3,orange,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,3,orange,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,3,orange,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,4,red,0,green,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,4,red,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,4,red,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,4,red,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,all,4,red,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,0,green,371
7,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,1,blue,128
7,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,2,yellow,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,3,orange,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,0,green,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,0,green,153
7,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,1,blue,644
7,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,2,yellow,41
7,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,3,orange,3
7,calibration,chronological_evaluation_only,current_state_persistence,all,1,blue,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,0,green,3
7,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,1,blue,34
7,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,2,yellow,198
7,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,3,orange,43
7,calibration,chronological_evaluation_only,current_state_persistence,all,2,yellow,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,0,green,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,1,blue,3
7,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,2,yellow,42
7,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,3,orange,97
7,calibration,chronological_evaluation_only,current_state_persistence,all,3,orange,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,0,green,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,1,blue,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,2,yellow,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,3,orange,0
7,calibration,chronological_evaluation_only,current_state_persistence,all,4,red,4,red,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,42
7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,86
7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,113
7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,50
7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,34
7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,2
7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,19
7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,59
7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,2
7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,43
7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,0,green,128
